Wall time,Step,Value
1712907063.6468933,1,0.95135098695755
1712907580.3817048,50,0.9927570223808289
1712908107.602102,100,0.9929097890853882
1712908629.9563303,150,0.9926421642303467
1712909162.819531,200,0.9932279586791992
1712909691.5578148,250,0.9900760054588318
1712910220.2488694,300,0.9938866496086121
1712910751.8838935,350,0.9931161999702454
1712911286.1290925,400,0.9939658045768738
1712911823.8938415,450,0.9905245900154114
1712912358.0651813,500,0.9940613508224487
